"Registration Name","Event No","Event Short Name"
"Uri Neville | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Olive Zimmerman | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Kira Donovan | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Pip Oakes | EVT119948","EVT119948","Wednesday 22nd October, 02.00-02.45pm AEDT"
"Ellis Radcliffe | EVT119947","EVT119947","Wednesday 10th September, 11.00-11.45am AEST"
"Ellis Vaughan | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Xiomara Stewart | EVT119949","EVT119949","Tuesday 7th October, 11.00-11.45am AEDT"
"Corin Ford | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Avery Thompson | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Flynn Ellison | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Mika Graham | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Lake Reynolds | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Blake Kent | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Sloane Edwards | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Blake Oakes | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Wren Underwood | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Wren Clarke | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Rain Gibson | EVT119948","EVT119948","Wednesday 22nd October, 02.00-02.45pm AEDT"
"Bay Monroe | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Xiomara Radcliffe | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Val Hale | EVT119947","EVT119947","Wednesday 10th September, 11.00-11.45am AEST"
"Marlo Ivory | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Haven Radcliffe | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Hart Lambert | EVT119946","EVT119946","Tuesday 26th August, 11.00-11.45am AEST"
"Jules Whitmore | EVT119948","EVT119948","Wednesday 22nd October, 02.00-02.45pm AEDT"
"Kendall Irvine | EVT119948","EVT119948","Wednesday 22nd October, 02.00-02.45pm AEDT"
"Ash Harrison | EVT119949","EVT119949","Tuesday 7th October, 11.00-11.45am AEDT"
"Jesse Forbes | EVT119949","EVT119949","Tuesday 7th October, 11.00-11.45am AEDT"
"Peyton Osborne | EVT119947","EVT119947","Wednesday 10th September, 11.00-11.45am AEST"
"Neve Yardley | EVT119949","EVT119949","Tuesday 7th October, 11.00-11.45am AEDT"
"Uma Donovan | EVT119947","EVT119947","Wednesday 10th September, 11.00-11.45am AEST"
"Holly Yardley | EVT119948","EVT119948","Wednesday 22nd October, 02.00-02.45pm AEDT"
"Pip Chambers | EVT119947","EVT119947","Wednesday 10th September, 11.00-11.45am AEST"
"Kira Emerson | EVT119947","EVT119947","Wednesday 10th September, 11.00-11.45am AEST"
"Rowan Pemberton | EVT119947","EVT119947","Wednesday 10th September, 11.00-11.45am AEST"
"Beau Lawson | EVT119947","EVT119947","Wednesday 10th September, 11.00-11.45am AEST"
"Alex Saxon | EVT119948","EVT119948","Wednesday 22nd October, 02.00-02.45pm AEDT"
"Kit Brooke | EVT119947","EVT119947","Wednesday 10th September, 11.00-11.45am AEST"
"Sam Ainsley | EVT119949","EVT119949","Tuesday 7th October, 11.00-11.45am AEDT"
"Olive Harrison | EVT119947","EVT119947","Wednesday 10th September, 11.00-11.45am AEST"
"Xiomara Kemp | EVT119949","EVT119949","Tuesday 7th October, 11.00-11.45am AEDT"
"Taylor Kemp | EVT119948","EVT119948","Wednesday 22nd October, 02.00-02.45pm AEDT"
"Marley Radcliffe | EVT119948","EVT119948","Wednesday 22nd October, 02.00-02.45pm AEDT"
"Reese Ivory | EVT119948","EVT119948","Wednesday 22nd October, 02.00-02.45pm AEDT"
"Uri Emerson | EVT119949","EVT119949","Tuesday 7th October, 11.00-11.45am AEDT"
"Tatum Townsend | EVT119948","EVT119948","Wednesday 22nd October, 02.00-02.45pm AEDT"
"Peyton Gibson | EVT119948","EVT119948","Wednesday 22nd October, 02.00-02.45pm AEDT"
"Clover Nash | EVT119949","EVT119949","Tuesday 7th October, 11.00-11.45am AEDT"
"Ira Anderson | EVT119949","EVT119949","Tuesday 7th October, 11.00-11.45am AEDT"
"Darcy Oakes | EVT119948","EVT119948","Wednesday 22nd October, 02.00-02.45pm AEDT"
"Val Forbes | EVT119948","EVT119948","Wednesday 22nd October, 02.00-02.45pm AEDT"
"Val Forbes | EVT119950","EVT119950","Thursday 6th November, 10.00-10.45am AEDT"
"Blake Urquhart | EVT119948","EVT119948","Wednesday 22nd October, 02.00-02.45pm AEDT"
"Frankie Abbott | EVT119948","EVT119948","Wednesday 22nd October, 02.00-02.45pm AEDT"
"Quinn Kirby | EVT119948","EVT119948","Wednesday 22nd October, 02.00-02.45pm AEDT"
"Dale Fletcher | EVT119948","EVT119948","Wednesday 22nd October, 02.00-02.45pm AEDT"
"Parker Harrison | EVT119948","EVT119948","Wednesday 22nd October, 02.00-02.45pm AEDT"
"Ira Saxon | EVT119950","EVT119950","Thursday 6th November, 10.00-10.45am AEDT"
"Ira Saxon | EVT119952","EVT119952","Tuesday 18th November, 11.00-11.45am AEDT"
"Nico Saxon | EVT119950","EVT119950","Thursday 6th November, 10.00-10.45am AEDT"
"Darcy Everett | EVT119952","EVT119952","Tuesday 18th November, 11.00-11.45am AEDT"
"Eden Walsh | EVT119950","EVT119950","Thursday 6th November, 10.00-10.45am AEDT"
"Lake Lawson | EVT119952","EVT119952","Tuesday 18th November, 11.00-11.45am AEDT"
"Sam Mitchell | EVT119950","EVT119950","Thursday 6th November, 10.00-10.45am AEDT"
"Peyton Graham | EVT119950","EVT119950","Thursday 6th November, 10.00-10.45am AEDT"
"Zephyr Radcliffe | EVT119950","EVT119950","Thursday 6th November, 10.00-10.45am AEDT"
"Sage Urquhart | EVT119952","EVT119952","Tuesday 18th November, 11.00-11.45am AEDT"
"Flynn Brooke | EVT119950","EVT119950","Thursday 6th November, 10.00-10.45am AEDT"
"Jesse Graham | EVT119952","EVT119952","Tuesday 18th November, 11.00-11.45am AEDT"
"Orion Fairfax | EVT119952","EVT119952","Tuesday 18th November, 11.00-11.45am AEDT"
"Orion Neville | EVT119950","EVT119950","Thursday 6th November, 10.00-10.45am AEDT"
"Pip Weston | EVT119952","EVT119952","Tuesday 18th November, 11.00-11.45am AEDT"
"Remy Ivory | EVT119951","EVT119951","Wednesday 3rd December, 02.00-02.45pm AEDT"
"Ira Saxon | EVT119951","EVT119951","Wednesday 3rd December, 02.00-02.45pm AEDT"
